id,customer_id,machine_group_id,machine_type_id,machine_type_detail_id,machine_tariffplan_id,vendor,model,registration_number,registration_year,construction_year,start_service_year,factory_number,ce,notified_organism_id,carried_weight,max_liters,ps_bar,fluid,producibility,region,province,city,zipcode,address,first_audit_at,last_audit_at,next_audit_at,usage,customer_machine_code,attachment_id,note,state,next_audit_type_code,reg_numb_year,reg_numb_activity_code,reg_numb_code,reg_numb_province,subject_to_startups,panieri_riserva,on_number,is_ped_group,group_factory_number,group_reg_number,ped_category,fluid_type,is_ui_group,ped_reg_numb_year,ped_reg_numb_activity_code,ped_reg_numb_code,ped_reg_numb_province,gvr_category,temp_min,temp_max,fluid_state,address_n,,,,,,,,,,,,,,,,,,,,,,
142,237,NULL,2,8,35,Amco Veba Srl,706/3S,,1997,1997,1997,7790,SI,NULL,2975,NULL,NULL,NULL,NULL,17,66,7125,32026,Via Dell'Artigiano 18,2013-12-11,2013-12-11,2020-04-23,construction,,NULL,,1,SUCC_ANNUALE,97,2,978,TV,0,0,,0,,,,0,0,97,2,978,TV,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
143,237,NULL,2,8,32,Potain,Igo 13,,2005,2005,2005,99795,SI,NULL,1800,NULL,NULL,NULL,NULL,17,66,7149,32028,via Borgo Dante,2013-12-11,2013-12-11,2021-11-11,construction,,NULL,,1,SUCC_ANNUALE,2005,2,103,BL,0,0,,0,,,,0,0,2005,2,103,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
144,237,NULL,2,8,32,Comedil,CBR 18H-1.6V,,2012,2009,2012,G6509003,SI,NULL,1600,NULL,NULL,NULL,NULL,17,66,7101,32100,Faverga di Castion,2013-12-11,2013-12-11,2021-09-14,construction,,NULL,,1,SUCC_ANNUALE,2012,2,66,BL,0,0,,0,,,,0,0,2012,2,66,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
145,237,NULL,2,8,32,Comedil,CBR 24 PLUS,,2012,2007,2012,G9207076,SI,NULL,2000,NULL,NULL,NULL,NULL,17,66,7120,32020,Via Salvo d'Acquisto ,2013-12-11,2013-12-11,2022-01-27,construction,,NULL,,1,SUCC_ANNUALE,2012,2,67,BL,0,0,,0,,,,0,0,2012,2,67,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
146,52,NULL,3,11,44,ANTONIO MERLONI SPA,011500 (DA ELIMINARE),,2002,2002,2002,738538,NO,NULL,NULL,5000,18,0,0,20,88,6994,54059,VIA GALLANO,2002-02-18,2002-02-18,2024-09-24,steel,3235,NULL,,0,INT_DEC,2002,3,8538,MC,1,0,100,0,,,,1,0,2002,3,8538,MC,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
147,241,NULL,1,1,1,Alimak Spa,25100,,2001,2001,2013,284-285,SI,NULL,1500,NULL,NULL,NULL,NULL,17,70,8064,30027,Via Trezza 39,2013-11-08,2013-11-08,2015-11-08,construction,,NULL,,0,SUCC,13,2,136,VE,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
148,52,NULL,3,11,44,I.C.E.M SPA,115120,,1980,1980,1996,29164,NO,NULL,NULL,5000,18,0,0,20,88,6963,54027,LOC. MARCACCI 153/A,1996-10-11,1996-10-11,2024-05-19,steel,3237,NULL,,1,INT_DEC,1980,0,32866,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
149,52,NULL,3,11,44,A. MERLONI SPA,10,,1987,1987,1995,137478,NO,NULL,NULL,3000,18,0,0,20,88,6954,54017,STR. DELLA CASACCIA ,1987-10-13,1995-05-26,2024-05-21,steel,3238,NULL,,1,INT_DEC,1987,0,4478,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
150,240,NULL,2,8,35,Amco Veba Srl,807/3S,,1999,1999,1999,9479,SI,NULL,1800,NULL,NULL,NULL,NULL,17,66,7150,32020,Fraz.Toffol,NULL,2013-07-10,2017-09-12,construction,,NULL,,0,SUCC_ANNUALE,1999,2,39,BL,0,0,,0,,,,0,0,1999,2,39,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
151,52,NULL,3,11,44,I.C.I. SPA,123688,,1989,1989,2000,57622,NO,NULL,NULL,1750,18,0,0,20,88,6975,54039,LOC. VESCOVATO S. MARIA ROSSA,2000-06-09,2000-06-09,2014-02-10,steel,3239,NULL,,1,INT_DEC,1989,0,13562,VR,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
152,240,NULL,2,8,32,Potain S.A.,HD14C,,2003,2003,2003,14357,SI,NULL,1500,NULL,NULL,NULL,NULL,17,66,7150,32020,Loc.Sachet,NULL,2013-07-12,2017-07-29,construction,,NULL,,0,SUCC_ANNUALE,2003,2,975,TV,0,0,,0,,,,0,0,2003,2,975,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
153,240,NULL,2,8,32,Astom,,,1991,1991,1995,P248,SI,NULL,800,NULL,NULL,NULL,NULL,17,66,8043,32010,Via Placido Fabris 149,NULL,2013-09-20,2015-09-22,construction,,NULL,,0,SUCC_ANNUALE,95,0,886,BL,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
154,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,672368,NO,NULL,NULL,5000,18,0,0,20,88,6975,54039,LOC.VESCOVATO S. MARIA ROSSA,2000-07-06,2000-07-06,2024-11-12,steel,3240,NULL,,1,INT_DEC,2000,3,30368,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
155,238,NULL,2,8,32,Potain,,,2000,1999,2000,14642,SI,NULL,1200,NULL,NULL,NULL,NULL,17,66,7113,32032,Via Cav.di Vittorio Veneto 45,NULL,2013-09-05,2014-09-05,construction,,NULL,,0,SUCC,0,2,7,BL,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
156,238,NULL,2,8,32,Gru Comedil Srl,,,2002,2002,2002,G6702013,SI,NULL,2000,NULL,NULL,NULL,NULL,17,66,7106,32030,Via Casette Fraz.Fianema,NULL,2013-08-10,2016-11-16,construction,,NULL,,0,SUCC_ANNUALE,2002,2,69,BL,0,0,,0,,,,0,0,2002,2,69,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
157,239,NULL,2,8,32,Potain,IGO 13,,2004,2004,2013,96925,SI,NULL,1800,NULL,NULL,NULL,NULL,17,66,7114,32030,via G.Marconi,NULL,2013-09-19,2018-12-14,construction,,NULL,,0,SUCC_ANNUALE,13,2,56,BL,0,0,,0,,,,0,0,13,2,56,BL,,0,0,,70/1,,,,,,,,,,,,,,,,,,,,,,
158,239,NULL,2,8,32,Fm Gru Srl,,,1998,1998,1998,1220,SI,NULL,1000,NULL,NULL,NULL,NULL,17,66,7113,32032,Via Cav.di Vitt.Veneto 10/O,NULL,2013-07-10,2014-07-10,construction,,NULL,,0,SUCC,98,2,26,BL,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
159,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,672407,NO,NULL,NULL,5000,18,0,0,20,88,6975,54039,LOC. VESCOVATO S. MARIA ROSSA,2000-07-06,2000-07-06,2024-11-12,steel,3241,NULL,,1,INT_DEC,2000,3,30407,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
160,251,NULL,2,8,32,Comedil,CTT 51/A-2,,2006,2006,2006,G8606013,SI,NULL,2000,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Fenadora ,NULL,2013-12-07,2021-10-05,construction,,NULL,,1,SUCC_ANNUALE,2006,2,73,BL,0,0,,0,,,,0,0,6,2,73,BL,,0,0,,14,,,,,,,,,,,,,,,,,,,,,,
161,251,NULL,2,8,35,Bonfiglioli,2600 N,,2002,1995,2002,1339,SI,NULL,750,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca MORETTO,NULL,2013-10-03,2019-10-05,construction,,NULL,,1,SUCC_ANNUALE,2002,2,1169,VI,0,0,,0,,,,0,0,2002,2,1169,VI,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,
162,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,672408,NO,NULL,NULL,5000,18,0,0,20,88,6975,54039,LOC. VESCOVATO S. MARIA ROSSA,2000-07-06,2000-07-06,2024-11-12,steel,3242,NULL,,1,INT_DEC,2000,3,30408,M,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
163,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,672409,NO,NULL,NULL,5000,18,0,0,20,88,6975,54039,LOC. VESCOVATO S. MARIA ROSSA,2000-07-06,2000-07-06,2024-11-12,steel,3243,NULL,,1,INT_DEC,2000,3,30409,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
164,253,NULL,2,8,35,Autogru Pm Spa,,,2005,2003,2005,GA240897,SI,NULL,2500,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca 5 MORETTO,NULL,2013-12-11,2019-03-26,construction,,NULL,,0,SUCC_ANNUALE,2005,2,69,BL,0,0,,0,,,,0,0,2005,2,69,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
165,52,NULL,3,11,44,I.M.Z. SPA F.LLI ILLESI,161125,,1981,1981,1994,24592,NO,NULL,NULL,5000,18,0,0,20,88,6949,54010,VIA VITTIME DEL TERRORISMO,1994-06-02,1994-06-02,2024-05-07,steel,3244,NULL,,1,INT_DEC,1981,2,17242,VI,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
166,52,NULL,3,11,44,WALTER TOSTO SERBATOI SPA,131741,,1994,1994,1995,134250,NO,NULL,NULL,3000,18,0,0,20,88,6970,54034,LOC. SERRE DI PARRANO,1995-05-03,1995-05-03,2014-02-10,steel,3245,NULL,,1,INT_DEC,1994,0,3266,CH,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
167,52,NULL,3,11,43,A. MERLONI SPA,10,,1986,1986,1998,126020,NO,NULL,NULL,990,18,0,0,20,88,6991,54056,"VIA TIBERINA, 3 BIS",1998-09-30,1998-09-30,2024-06-17,steel,3246,NULL,,1,INT_DEC,1986,0,17020,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
168,292,NULL,2,8,36,Heila,,,0,1990,0,4280,--,NULL,12100,NULL,NULL,NULL,NULL,10,78,5736,9030,"Via Orso Maria Corbino, 29",NULL,2011-11-29,2012-11-29,Altro,,NULL,,1,SUCC,RE,,1149,90,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
169,292,NULL,2,8,36,FASSI/SARMOCAR,F210.A22,,2003,2003,0,3717,SI,NULL,9200,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Orso Maria Corbino,NULL,2013-02-07,2019-07-15,construction,,NULL,*SOSPESA: sicurezze non intervengono*,1,SUCC,2003,2,93,CA,0,0,,0,,,,0,0,,,,,,NULL,NULL,,29,,,,,,,,,,,,,,,,,,,,,,
170,253,NULL,2,8,32,Potain,,,2003,1999,1999,11088,SI,NULL,1000,NULL,NULL,NULL,NULL,17,66,7125,32026,Via Corte ,NULL,2013-04-15,2016-08-24,construction,,NULL,,0,SUCC_ANNUALE,2003,2,67,BL,0,0,,0,,,,0,0,2003,2,67,BL,,0,0,,62/B,,,,,,,,,,,,,,,,,,,,,,
171,52,NULL,3,11,44,I.C.E.M SPA,115429,,1983,1983,1985,53391,NO,NULL,NULL,3000,18,0,0,20,88,6991,54056,"VIA TIBERINA, 3 BIS",1985-09-13,1993-03-23,2024-06-17,steel,3247,NULL,,1,INT_DEC,1983,0,3297,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
172,52,NULL,3,11,43,A. MERLONI SPA,115429,,1984,1984,1999,63962,NO,NULL,NULL,990,18,0,0,20,88,6960,54024,LOC. TORRACCIA,1999-06-18,1999-06-18,2014-02-10,steel,3248,NULL,,1,INT_DEC,1984,0,32,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
173,292,NULL,2,8,35,Palfinger,,,0,2007,0,41/07,--,NULL,960,NULL,NULL,NULL,NULL,10,78,5736,9030,"Via Orso Maria Corbino, 29",NULL,2013-01-25,2014-01-25,Altro,,NULL,,1,SUCC,8,2,33,CA,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
174,292,NULL,1,5,7,"Oil & Steel S,p.A.",SCORPION 1812,,2005,2005,0,151560506,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5736,9067,Via Orso Maria Corbino,NULL,2013-02-07,2021-03-02,construction,,NULL,,1,SUCC_ANNUALE,2005,2,256,ME,0,0,303,0,,,,0,0,2005,2,256,ME,,0,0,,29,,,,,,,,,,,,,,,,,,,,,,
175,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,1993,1993,2000,397937,NO,NULL,NULL,5000,18,0,0,20,88,6990,54055,"CASE SPARSE, 7",2000-08-12,2000-08-12,2014-02-10,steel,3151,NULL,,1,INT_DEC,1993,0,8937,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
176,292,NULL,1,5,7,MULTITEL PAGLIERO,60 ART,,1990,1990,1990,10809,NO,NULL,300,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Orso Maria Corbino,NULL,2013-05-31,2021-09-02,construction,,NULL,,1,SUCC_ANNUALE,1990,0,378,CN,0,0,,0,,,,0,0,1990,0,378,CN,,0,0,,29,,,,,,,,,,,,,,,,,,,,,,
177,257,NULL,2,8,35,Kesla,OYS 2005Z5,,2003,2003,2013,920033324,SI,NULL,1820,NULL,NULL,NULL,NULL,17,66,8038,32030,Via Fusinato 42/A,2013-12-09,2013-12-09,2014-12-09,construction,,NULL,,0,SUCC,13,2,103,BL,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
178,218,NULL,2,8,36,Effer,1550 J,,0,2005,2005,111402/2005,--,NULL,21890,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-12-20,2014-12-20,construction,,NULL,,1,SUCC,6,2,4,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
179,218,NULL,1,4,5,Centro gru,,,0,2005,2006,241,--,NULL,200,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2012-11-29,2013-11-29,construction,,NULL,,1,SUCC,6,2,59,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
180,218,NULL,2,9,39,Liebherr,1060/2,,0,2003,2003,5760B / 2003,--,NULL,60000,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-12-21,2014-12-21,construction,,NULL,,1,SUCC,SS,,90,3,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
181,258,NULL,2,8,32,Potain,HD11,,2002,2001,2001,90514,SI,NULL,1000,NULL,NULL,NULL,NULL,17,66,7101,32100,Castion v dei Sette Messaggeri,NULL,2013-12-05,2020-05-24,construction,,NULL,,1,SUCC_ANNUALE,2002,2,43,BL,0,0,,0,,,,0,0,2002,2,43,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
182,218,NULL,2,9,38,Manitou,,,0,2007,2007,118077,--,NULL,12000,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2012-11-29,2013-11-29,construction,,NULL,,1,SUCC,8,2,17,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
183,267,NULL,2,8,32,Cibin Gru srl,S.21 185012,,1995,1995,2013,P.12,SI,NULL,1200,NULL,NULL,NULL,NULL,17,71,7604,37047,Via Salvo D'Acquisto,NULL,2014-02-06,2015-02-06,construction,,NULL,,0,SUCC,2007,2,215,VR,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
184,277,NULL,2,8,32,Benedini,,,1995,1995,2014,20010,NO,NULL,1300,NULL,NULL,NULL,NULL,17,67,7185,35013,Via Gaianighe,NULL,2014-02-13,2015-02-13,construction,,NULL,,0,SUCC_ANNUALE,2000,2,1040,PD,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
185,218,NULL,2,8,36,Sol.Ge Spa / Effer,165.11 / 45,,0,2010,2010,117925,--,NULL,5000,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-12-21,2014-12-21,construction,,NULL,,1,SUCC,2012,2,60,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
186,218,NULL,2,8,36,Sol.Ge Spa / Effer,470/6s,,0,2010,2010,117926,--,NULL,8710,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-12-21,2014-12-21,construction,,NULL,,1,SUCC,2012,2,61,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
187,218,NULL,1,4,5,Centro gru,,,0,2010,2010,451,--,NULL,200,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2012-07-13,2013-07-13,construction,,NULL,,1,SUCC,2010,2,62,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
188,218,NULL,1,4,5,Manitou,,,0,2007,2007,18077,--,NULL,365,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2012-11-29,2013-11-29,construction,,NULL,,1,SUCC,8,2,15,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
189,218,NULL,2,8,36,Effer,430/ 4S,,0,2001,2002,105289/2001,--,NULL,11470,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-12-21,2014-12-21,construction,,NULL,,1,SUCC,SS,,24,2,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
190,133,NULL,2,8,36,Epsilon,Q170 L89,,2009,2009,2009,1413461,SI,NULL,5250,NULL,NULL,NULL,NULL,17,71,7628,37060,V.le del Lavoro 13,NULL,2014-02-07,2020-02-21,Altro,,NULL,,1,SUCC_ANNUALE,2009,2,245,VR,0,0,,0,,,,0,0,2009,2,245,VR,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
191,218,NULL,2,8,36,Effer,,,0,2000,2000,102081,--,NULL,13000,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2011-09-23,2012-09-23,construction,,NULL,,1,SUCC,SS,,344,0,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
192,218,NULL,2,8,36,Fassi,,,0,1999,1999,1622/99,--,NULL,5360,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2012-11-19,2013-11-29,construction,,NULL,,1,SUCC,NU,,395,99,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
193,218,NULL,2,8,36,Bonfiglioli,,,0,2007,2008,3462,--,NULL,3080,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2010-04-21,2011-04-21,construction,,NULL,,1,SUCC,8,2,88,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
194,218,NULL,2,9,39,Liebherr,,,0,2009,2009,66112,--,NULL,130000,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-07-11,2015-10-22,construction,,NULL,,1,SUCC_ANNUALE,2009,2,145,SS,0,0,,0,,,,0,0,2009,2,145,SS,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
195,218,NULL,2,9,39,Liebherr,,,0,2009,2009,66112,--,NULL,0,NULL,NULL,NULL,NULL,10,81,5971,7100,"Via Caniga, 58",NULL,2013-07-11,2014-07-11,construction,,NULL,,1,SUCC,9,2,145,SS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
196,219,NULL,1,5,7,Colombo,,,0,2002,2002,6007,--,NULL,200,NULL,NULL,NULL,NULL,10,106,5681,9036,Z.Artig P.I.P SS126 km 95,NULL,2012-10-10,2013-10-10,Altro,,NULL,,1,SUCC,2,2,40,CA,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
197,219,NULL,1,5,7,Colombo,,,0,1998,1998,5553,--,NULL,100,NULL,NULL,NULL,NULL,10,106,5681,9036,Z.Artig P.I.P SS126 km 95,NULL,2013-10-07,2014-10-07,Altro,,NULL,,1,SUCC,99,2,681,CA,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
198,220,NULL,1,5,7,Sequani Meccanica,Zed 20 E,,0,2003,2011,1465,SI,NULL,220,NULL,NULL,NULL,NULL,10,78,5751,9020,"Via XXV Aprile, 45",NULL,2014-01-23,2015-01-23,construction,,NULL,,1,SUCC,2004,2,31,RM,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
199,220,NULL,1,5,7,Sequani Meccanica,CS 135,,0,2007,2011,3053,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5751,9020,"Via XXV Aprile, 45",NULL,2013-05-09,2015-07-11,construction,,NULL,,1,SUCC_ANNUALE,,,,,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
200,220,NULL,1,5,7,Sequani Meccanica,Z 20 E,,2017,2006,2017,2357,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5746,9030,Via Nazionale,NULL,2013-05-09,2021-11-16,construction,,NULL,RI-DENUNCIATO A CAGLIARI E FATTA 1 VERIFICA PERIODICA NEL 2017,1,SUCC_ANNUALE,2017,2,84,CA,0,0,303,0,,,,0,0,,,,,,0,0,,297,,,,,,,,,,,,,,,,,,,,,,
201,293,NULL,2,6,9,Manitou C.I.,MVT 1340 SL,,2013,2004,2004,13154,SI,NULL,4000,NULL,NULL,NULL,NULL,10,78,5724,9032,S.P 2 Portoscuso km 76.300,NULL,2014-02-21,2021-01-10,construction,,NULL, ,1,SUCC_ANNUALE,2013,2,13,CA,0,0,,0,,,,0,0,2013,2,13,CA,,0,0,,s.n.,,,,,,,,,,,,,,,,,,,,,,
202,217,NULL,1,5,7,Hinowa,Gold Lift 17.80,,0,2011,2011,186G74,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2013-10-17,2015-10-13,Altro,,NULL,,1,SUCC_ANNUALE,2011,2,161,CR,0,0,,0,,,,0,0,CR,2,161,11,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
203,217,NULL,1,5,7,Multitel Pagliero,MX 270,,0,2009,2009,18106,--,NULL,225,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2013-10-17,2014-10-13,Altro,,NULL,,1,SUCC_ANNUALE,2009,2,129,CR,0,0,,0,,,,0,0,CR,2,129,9,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
204,217,NULL,1,5,7,Multitel Pagliero,MX 200,,0,2006,2007,16044,--,NULL,200,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2013-10-17,2015-10-13,Altro,,NULL,,1,SUCC_ANNUALE,2007,2,102,CR,0,0,,0,,,,0,0,CR,2,102,7,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
205,217,NULL,2,6,9,JLG,,,0,2004,2005,1160000365,--,NULL,0,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2012-09-20,2013-09-20,Altro,,NULL,,1,SUCC,2005,2,193,CR,0,0,,0,,,,0,0,CR,2,193,5,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
206,217,NULL,1,5,7,JLG,3246 ES,,0,2004,2004,200119193,--,NULL,320,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2013-10-17,2014-10-17,Altro,,NULL,,1,SUCC,2004,2,126,CR,0,0,,0,,,,0,0,CR,2,126,4,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
207,217,NULL,1,5,7,JLG,4069 LE,,0,2004,2004,200119298,SI,NULL,360,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2013-10-17,2014-10-17,Altro,,NULL,,1,SUCC,2004,2,159,CR,0,0,,0,,,,0,0,CR,2,159,4,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
208,217,NULL,1,5,7,Multitel Pagliero,MX 200,,0,2009,2009,18207,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2013-10-17,2015-11-17,Altro,,NULL,,1,SUCC_ANNUALE,2009,2,189,CR,0,0,,0,,,,0,0,CR,2,189,9,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
209,217,NULL,1,5,7,Multitel Pagliero,MX 170,,0,2007,2007,16682,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2014-01-16,2016-01-15,construction,,NULL,,1,SUCC_ANNUALE,2007,2,301,CR,0,0,,0,,,,0,0,CR,2,301,7,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
210,217,NULL,1,5,7,Haulotte,H 15 SX,,0,2008,2008,CD 115848,--,NULL,500,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2014-01-16,2015-01-16,construction,,NULL,,1,SUCC,2008,2,303,CR,0,0,,0,,,,0,0,CR,2,303,8,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
211,118,NULL,2,8,27,Omis spa,GSM-2,,2013,2011,2013,24435,SI,NULL,2000,NULL,NULL,NULL,NULL,17,68,7254,45021,Via CÃ  Mignola Nuova 1290,NULL,2013-09-19,2022-09-16,Altro,,NULL,,1,SUCC_TRIENNALE,13,2,37,RO,0,0,,0,,,,0,0,13,2,37,RO,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
212,217,NULL,1,5,7,Haulotte,H 15 SX,,0,2008,2008,CD 115849,--,NULL,500,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Cettolini,NULL,2014-01-28,2016-02-04,Altro,,NULL,,1,SUCC_ANNUALE,2008,2,302,CR,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
